Date,Campaign_ID,Sessions,Page_Views,Bounces
2022-08-10,2,4867,5873,329
2020-05-23,27,1246,13351,144
2023-10-14,18,2405,10423,383
2023-11-22,16,1055,5701,231
2022-12-02,13,1271,10549,183
2019-06-27,13,4721,2957,250
2019-05-17,4,237,9919,98
2022-08-07,4,4348,12675,446
2021-02-08,28,163,6751,349
2022-03-06,26,2839,13325,237
2020-04-30,7,4079,10269,463
2023-05-30,27,713,10507,203
2021-12-29,15,4575,2531,419
2023-04-25,12,2896,4838,380
2019-04-04,1,4690,14447,154
2023-06-21,30,368,2282,286
2021-03-24,18,2461,9772,110
2019-04-02,29,4679,3549,24
2021-02-12,16,2210,12045,471
2019-11-17,10,1908,14360,401
2020-09-26,2,2001,13450,47
2020-01-08,21,162,11540,293
2021-09-11,9,3682,13715,165
2023-03-12,8,4974,4472,171
2021-09-08,6,2252,4701,22
2022-07-27,6,4396,704,490
2023-05-08,2,1108,10080,233
2023-04-20,24,445,12090,381
2021-03-11,8,455,2072,70
2020-09-12,17,4142,14044,267
2022-07-28,26,3741,14862,18
2021-05-13,3,4055,7708,126
2023-02-09,12,3762,6753,498
2023-10-17,17,3977,12636,471
2022-07-08,27,4847,6319,268
2020-03-20,13,3605,9032,147
2020-12-14,3,245,3955,399
2019-01-08,6,4372,8963,215
2019-07-04,17,4913,8585,125
2023-11-19,12,3328,11312,336
2023-05-24,14,4356,1686,132
2021-01-06,20,556,4764,441
2020-11-22,19,807,14465,219
2022-02-06,4,4707,3475,40
2021-11-05,22,3496,11612,369
2022-02-05,1,3303,12245,125
2019-04-21,15,4233,8620,122
2021-09-16,11,1929,6367,332
2021-12-27,10,536,8133,452
2019-12-15,2,1048,7870,287
2019-05-07,10,4308,13709,51
2019-09-27,20,2262,4713,344
2020-09-22,27,3507,2959,352
2023-08-11,9,118,9863,191
2022-11-13,12,634,12165,180
2021-06-09,11,3285,10327,438
2019-02-08,11,4298,2973,224
2023-01-19,28,3109,13105,119
2020-05-16,9,139,2615,350
2021-09-22,14,761,5043,405
2021-01-15,19,4978,1105,112
2019-10-15,4,3451,7473,380
2022-12-08,27,1247,8189,494
2022-04-29,11,4579,14305,11
2021-09-27,24,1925,2529,58
2022-11-06,14,1983,12252,354
2020-10-24,13,3989,5881,87
2019-05-06,10,3564,14198,74
2023-12-06,18,318,8366,112
2020-09-22,5,1153,5333,281
2023-08-04,28,2169,6855,282
2019-12-24,27,435,14153,41
2022-11-20,10,3103,4985,493
2019-01-15,16,3051,10325,328
2023-12-25,15,376,14813,343
2020-02-06,21,4604,3436,229
2023-07-01,5,3234,7091,463
2020-05-03,18,1938,12141,246
2021-12-04,14,2658,6769,162
2019-09-20,9,835,9125,450
2021-04-15,17,2906,12022,88
2021-09-20,19,1701,13820,284
2021-03-08,4,3112,14956,497
2022-12-22,18,530,3536,198
2022-10-23,14,2748,2238,275
2023-07-12,22,1132,5684,446
2021-11-21,2,2570,11060,46
2021-04-21,12,2871,4343,290
2023-12-01,25,4542,3277,444
2021-09-28,3,3238,14463,377
2022-02-15,18,539,3918,132
2019-08-15,14,1355,3889,373
2022-07-06,26,3573,4182,62
2022-05-21,5,665,14719,249
2019-07-21,19,1861,9823,305
2022-12-13,28,261,1483,235
2020-09-01,17,285,14377,57
2022-03-17,6,595,8427,408
2021-08-23,5,1981,11358,111
2020-02-06,18,4157,14891,240
2023-10-31,2,4219,6033,237
2019-02-24,27,1439,13007,386
2021-04-17,29,1168,10409,36
2022-12-13,6,3719,10912,174
2019-03-30,24,868,9024,24
2022-11-03,4,729,13523,239
2023-06-08,8,2483,13386,158
2023-06-08,25,1672,13934,240
2021-06-22,28,1865,699,13
2020-06-12,19,3466,7683,422
2021-05-22,4,2697,11622,129
2022-12-12,2,4992,7714,357
2023-10-23,17,748,13769,337
2020-06-17,20,1755,5800,315
2020-01-05,7,1553,13050,96
2023-01-02,20,3814,6967,416
2019-11-02,19,2800,14831,134
2019-08-28,23,2729,11169,263
2019-02-03,18,4560,4092,17
2021-10-26,26,4808,9063,468
2023-03-29,13,3354,13521,198
2023-09-08,8,1044,14168,154
2023-12-16,16,2604,5857,348
2019-03-14,16,3661,6556,211
2019-02-01,25,395,11208,192
2019-08-24,4,203,11973,167
2020-02-05,10,1606,9847,488
2023-10-24,27,4386,2043,455
2019-05-23,15,373,6335,304
2023-11-07,22,4502,14560,82
2021-03-07,8,4593,1535,414
2020-08-16,2,4341,12001,320
2023-04-09,10,883,3635,123
2020-09-22,30,189,3198,22
2023-09-14,22,4004,2266,372
2021-03-13,21,658,5563,414
2019-01-22,25,4990,9349,467
2023-05-22,1,2309,12692,398
2022-04-02,7,4441,6720,286
2022-02-10,17,4393,7181,241
2019-01-06,15,1048,3683,404
2021-10-21,9,2480,11279,348
2023-07-07,18,2742,14687,347
2023-06-07,19,2285,13824,331
2023-08-04,19,260,1823,299
2021-07-17,8,3211,8850,225
2019-08-26,28,3473,11927,360
2019-12-02,18,1649,611,306
2022-07-09,28,174,9364,462
2019-10-09,12,4963,8532,213
2022-03-30,17,941,4451,75
2023-08-28,7,2521,2856,363
2019-10-16,25,3756,8997,55
2019-10-27,17,4081,5237,321
2021-03-01,4,1098,8115,295
2022-08-26,3,267,6006,94
2021-10-03,6,769,11847,53
2022-03-03,16,430,1622,184
2020-05-08,23,347,9041,188
2023-09-23,3,3631,1358,19
2021-04-27,28,2021,1023,32
2020-03-06,21,1032,11349,257
2019-05-18,4,1339,961,352
2023-01-31,14,1494,6835,52
2022-10-24,24,1133,7505,306
2023-09-28,28,980,9783,333
2021-05-01,12,559,1237,149
2020-11-06,29,4442,13696,304
2019-12-17,15,409,11461,386
2021-11-20,19,337,12972,467
2020-10-24,30,624,1929,294
2020-01-13,25,4036,11278,112
2022-07-27,1,1858,5508,495
2020-11-12,26,3119,8100,85
2020-11-10,11,944,1020,333
2019-09-26,10,3048,644,482
2022-09-08,19,2150,13153,464
2020-06-16,26,964,1645,366
2023-01-21,8,2309,10165,326
2021-05-05,10,3134,13897,61
2020-04-12,25,2513,264,310
2023-12-01,1,4442,3713,305
2019-02-27,30,1995,2641,293
2023-03-27,2,3807,5140,482
2020-03-31,4,4642,12552,405
2023-04-05,7,1341,5326,327
2021-09-17,28,1774,14067,303
2022-01-30,9,4982,3146,318
2020-08-26,9,981,3048,422
2023-09-21,24,1683,1539,420
2019-09-28,15,2396,7208,365
2022-06-04,11,4632,3527,36
2023-05-18,18,3845,4336,195
2020-05-06,19,3352,693,494
2019-05-15,13,643,1313,463
2021-01-22,4,2635,201,456
2021-07-18,9,3120,5177,439
2023-10-16,6,1128,13651,150
2023-02-05,18,4935,13164,365
2020-07-08,28,4220,11154,454
2023-02-07,30,3618,5881,143
2019-07-07,21,483,6502,192
2023-08-20,28,1370,12701,104
2021-07-07,4,869,5437,66
2019-12-18,8,3458,3082,410
2023-04-03,25,1490,3612,365
2023-10-13,23,948,8197,356
2019-05-28,8,1955,7601,30
2020-01-22,20,2345,4516,23
2019-06-28,25,3546,10894,285
2023-05-26,21,4586,4661,391
2021-09-25,16,4565,12939,81
2023-01-06,28,2547,3188,130
2020-12-10,14,2038,6138,184
2020-01-13,29,240,544,256
2020-03-21,8,3996,3715,172
2021-06-26,12,955,6888,462
2019-11-20,18,2446,5151,262
2019-03-01,2,206,6523,277
2022-05-05,14,4744,7903,65
2021-12-29,10,1708,12835,229
2020-05-21,7,3374,10524,133
2022-04-16,15,3805,7323,439
2022-09-08,5,4043,7611,157
2022-04-19,22,3378,8234,295
2021-10-31,12,2516,12723,14
2023-03-06,22,659,12692,201
2021-04-03,17,2502,12574,71
2020-02-13,17,3798,14586,317
2021-10-18,27,4914,2883,267
2019-01-20,12,2072,13578,404
2020-11-13,7,1042,8678,388
2022-07-05,28,2167,5698,440
2023-10-25,25,2650,11385,239
2019-10-17,30,207,2329,329
2023-06-27,2,3142,10486,124
2023-04-02,3,3778,9851,369
2023-01-24,23,2169,6949,33
2021-11-18,12,1543,4696,373
2023-12-19,12,2695,14016,332
2023-10-20,12,3905,14551,350
2019-01-09,11,2242,2336,143
2019-06-11,28,1176,4588,278
2020-01-28,4,2251,2873,346
2021-01-05,6,2031,8312,276
2023-02-07,6,3470,9154,97
2023-06-09,11,3114,14820,309
2019-10-26,21,3823,10226,225
2022-05-25,9,4160,9571,238
2020-01-16,27,2669,8034,276
2021-06-29,21,2557,5709,99
2023-05-24,18,2441,10089,303
2022-06-21,27,2186,9591,162
2019-06-01,20,2519,3732,45
2021-12-16,7,3122,8119,126
2021-07-19,1,2488,9667,249
2020-11-22,5,585,6917,101
2022-12-04,1,1406,3349,418
2023-01-15,16,2286,13668,448
2023-01-21,15,1734,3997,320
2022-03-18,13,3035,8946,462
2020-05-17,26,1885,12582,490
2023-09-23,23,2142,8187,311
2022-05-07,1,4566,12524,404
2022-08-26,4,2991,8759,49
2023-08-14,12,3400,12825,406
2023-09-01,23,620,4308,421
2021-06-11,5,2959,11358,15
2021-06-30,15,4142,10907,412
2022-01-29,14,3666,10217,65
2023-11-17,9,814,10545,415
2022-04-19,22,2347,4548,217
2022-03-14,22,4393,11116,347
2019-01-27,9,3402,3029,115
2021-11-19,29,3276,4738,266
2021-07-25,9,282,12205,133
2023-08-23,28,684,11340,152
2019-05-28,19,1392,14168,298
2020-04-20,23,3202,1749,214
2019-12-03,29,816,13371,94
2019-08-09,25,298,7759,256
2021-04-20,6,192,14200,191
2023-11-05,17,870,9549,36
2023-06-07,25,1714,3365,492
2020-09-02,18,756,9123,264
2019-06-09,28,3318,10496,60
2022-05-09,8,1691,11651,480
2021-12-28,3,4753,9788,232
2019-11-04,30,2232,412,469
2023-11-14,24,1473,2169,245
2020-09-12,25,4153,13689,82
2023-03-01,22,1296,395,198
2021-06-20,7,4925,2969,325
2020-03-13,24,971,6345,299
2020-05-10,7,485,5989,350
2019-04-25,17,134,9886,72
2019-10-18,17,3243,14713,399
2023-05-17,14,3553,3850,83
2022-03-11,27,159,701,70
2022-03-01,29,1269,7116,271
2023-08-19,12,2231,6191,106
2021-11-14,16,665,1781,279
2023-12-06,29,546,14381,261
2020-07-26,6,2760,609,197
2019-07-29,3,4382,12514,248
2022-04-23,12,217,2935,446
2019-08-16,15,826,8373,157
2020-08-27,20,3294,4603,250
2021-06-04,4,586,3838,121
2023-10-18,17,1307,717,308
2021-03-27,6,1224,2460,342
2019-12-26,20,3141,1684,94
2023-09-08,28,3580,6832,319
2020-02-22,24,4333,11378,359
2020-03-29,19,1298,14510,39
2023-12-31,18,4227,12625,410
2019-02-02,7,2165,10926,50
2023-09-02,24,1698,6032,216
2023-06-15,16,4094,297,224
2022-05-06,19,2561,3994,291
2021-07-29,5,3049,4057,38
2021-01-08,8,3473,10953,82
2021-07-10,13,1977,13938,221
2022-06-29,13,2103,4133,328
2022-02-03,17,4759,1549,26
2021-09-16,10,4066,8934,126
2022-03-10,18,2166,11624,423
2019-06-28,22,666,14237,258
2021-02-21,26,1856,5283,422
2021-03-10,4,4229,14186,191
2022-10-12,15,1973,7719,339
2023-04-30,29,566,9838,208
2020-07-12,1,4945,14358,290
2020-11-04,2,553,11963,65
2019-05-25,7,629,7766,355
2019-05-01,20,3557,14683,489
2020-10-30,21,2130,5382,86
2019-10-09,24,3028,4738,316
2019-06-18,25,2264,13615,49
2021-10-30,22,734,13665,258
2020-09-09,20,3965,8758,89
2021-07-02,15,3842,11221,479
2021-09-11,29,1025,7035,71
2020-07-06,25,179,1301,343
2023-07-24,2,3885,403,111
2023-04-07,29,4978,12808,495
2023-04-17,2,236,11816,315
2020-10-09,12,1594,853,364
2021-08-02,30,3558,14540,128
2021-10-30,9,833,7958,470
2020-06-25,9,4435,2411,60
2022-11-25,13,4808,4220,159
2020-03-29,4,4400,7095,73
2020-08-20,9,2523,11146,259
2021-12-21,18,1177,14265,163
2022-07-17,30,2674,14941,375
2020-04-02,30,1055,6277,29
2022-05-20,11,3892,8160,488
2023-02-11,6,3596,8797,72
2023-08-11,7,4840,1430,168
2019-03-02,21,4649,3975,477
2021-04-25,2,1221,13144,305
2022-06-06,6,1284,7892,424
2022-05-28,28,2245,8817,81
2022-11-19,18,3614,10519,232
2021-09-27,19,1341,4860,308
2022-09-27,12,1769,12204,206
2022-06-03,8,339,13566,367
2022-11-15,21,532,8547,337
2020-12-12,11,1338,9958,478
2023-03-24,1,2830,10227,281
2023-04-02,8,4331,2729,20
2019-03-06,1,4035,10205,315
2020-12-01,2,883,8312,428
2019-05-15,20,3693,1049,392
2021-09-12,2,1133,8119,379
2023-01-15,22,1373,13281,72
2022-02-09,24,1103,3248,280
2022-11-15,25,4503,10379,324
2020-01-08,23,4110,7506,122
2019-07-04,20,4866,14631,388
2023-07-22,9,3044,13433,106
2020-03-29,18,3224,5534,56
2023-09-27,8,2015,828,113
2021-09-28,4,2747,1234,155
2023-12-27,9,608,8174,208
2023-12-21,6,3562,10663,374
2021-04-05,2,4296,2853,363
2019-09-01,17,508,8449,233
2019-02-26,25,3496,3328,73
2021-01-29,16,1463,12584,49
2021-02-25,2,4002,2193,239
2022-01-05,10,3138,2776,338
2023-12-30,2,2100,1101,267
2020-04-24,5,1100,2508,171
2022-09-27,23,4862,3925,467
2019-11-19,6,4167,9992,432
2019-02-18,20,900,13574,242
2022-05-24,29,620,13665,20
2019-07-20,8,4152,11188,358
2022-06-18,26,684,13908,338
2021-07-20,23,3494,13545,440
2023-07-17,1,3853,7779,323
2020-01-23,26,3554,9203,59
2020-03-24,29,1225,12037,133
2020-03-18,22,2276,11347,168
2023-11-27,7,633,7966,10
2020-12-21,15,4593,6508,297
2021-09-07,25,2895,3975,487
2023-09-20,30,4026,2747,60
2021-04-24,24,911,5989,480
2022-09-02,8,3548,2389,208
2021-01-12,25,4581,3730,434
2020-04-04,30,3800,3669,149
2022-12-14,21,2629,14724,344
2021-02-01,4,2494,630,89
2023-06-09,1,672,6799,46
2021-12-14,2,3193,1938,39
2020-07-13,10,4456,12288,47
2021-01-13,12,1479,12705,157
2023-12-06,7,3619,4298,445
2023-06-25,30,4876,10509,49
2022-04-01,4,810,2505,340
2019-04-01,21,3384,11576,11
2021-12-20,4,4307,13966,18
2020-06-29,26,2771,2629,190
2022-01-18,9,1384,10093,151
2023-06-12,30,267,7037,454
2019-09-07,23,3255,1561,154
2023-05-23,11,2539,6362,132
2023-04-28,17,2058,3709,396
2020-07-15,17,384,388,114
2022-04-15,15,4573,8990,301
2022-12-07,27,3378,9509,397
2023-04-23,24,4001,10607,172
2020-01-24,26,2027,3547,314
2019-01-11,29,1412,11794,20
2022-09-08,19,1506,11829,397
2022-02-26,8,823,3420,268
2022-01-12,19,1039,8242,189
2020-03-11,3,642,12118,314
2019-10-11,28,4445,9727,89
2020-09-22,4,1094,5513,242
2020-03-24,24,3536,1963,62
2023-07-10,12,1073,12820,330
2023-12-15,5,593,13110,187
2021-09-02,24,2639,14760,51
2019-05-13,12,1043,13597,291
2020-09-11,13,3921,4906,123
2020-07-08,20,3341,10997,144
2020-08-03,7,3790,4745,64
2022-07-25,1,2681,4575,28
2020-03-16,3,263,8446,194
2022-09-09,11,4727,12290,322
2020-10-17,15,3966,9896,308
2019-03-08,3,4124,8603,228
2021-01-16,18,1749,7169,222
2021-03-05,25,1426,3384,73
2019-04-02,19,2207,13775,114
2023-06-02,9,524,2234,81
2019-06-02,28,143,12389,344
2023-11-18,18,3141,10805,226
2023-05-09,11,3663,11195,205
2021-07-02,14,2775,11224,379
2022-04-09,12,874,12937,27
2019-02-23,26,2692,2178,305
2020-07-30,13,2180,2829,460
2021-11-18,5,803,13018,435
2021-09-16,11,1071,9044,444
2019-12-27,24,1329,13588,285
2020-12-08,28,4590,11756,443
2021-05-24,11,4121,3633,311
2021-01-14,10,689,1553,71
2021-08-01,29,992,5973,105
2022-10-16,29,3636,13052,476
2023-03-25,6,3250,7902,435
2019-09-26,7,124,1802,379
2023-09-08,9,538,7282,333
2019-01-17,14,4258,8219,97
2022-06-11,20,4456,4914,269
2023-11-21,28,4059,11718,468
2019-11-10,29,3424,4307,40
2019-11-13,28,1268,13203,158
2022-03-09,15,3877,7049,280
2022-04-19,12,2867,9582,476
2020-05-07,12,1081,5549,479
2020-02-10,6,2385,6190,179
2021-10-23,7,2028,14921,191
2021-03-21,23,3711,4089,141
2023-11-29,7,3438,909,122
2021-08-16,10,2727,6056,290
2023-03-19,12,2604,6378,64
2022-10-22,9,1179,7871,477
2021-09-12,1,1310,5385,177
2023-07-14,17,845,4645,246
2021-02-26,10,2911,8094,425
2022-02-09,5,4102,525,449
2019-03-29,8,492,327,318
2020-01-22,3,1680,10014,278
2023-09-11,10,2163,7498,478
2019-02-09,11,4704,3896,272
2021-10-10,24,1188,8836,410
2022-02-24,29,3366,10732,230
2023-05-23,5,790,4851,192
2021-12-18,10,883,2354,77
2020-01-23,30,1561,12691,23
2023-07-19,4,854,1350,149
2021-06-19,23,2364,768,83
2020-11-23,8,818,9916,87
2021-05-31,20,3376,11393,62
2020-08-02,21,1677,4694,475
2019-06-27,26,401,10593,399
2022-07-05,24,1474,9845,269
2019-03-12,1,4494,14122,288
2023-11-09,3,4292,9056,344
2020-01-28,28,3802,323,262
2019-03-17,30,1479,922,13
2022-05-18,30,4551,14951,287
2019-09-27,4,3080,1981,377
2020-07-21,25,4469,11690,317
2022-10-29,19,3340,7580,349
2021-12-24,18,176,3080,446
2019-11-25,23,2590,3493,75
2020-10-12,1,1936,8956,22
2022-01-27,14,1382,14636,24
2023-07-18,12,1025,4393,122
2019-06-20,2,2339,3110,113
2019-12-02,7,4106,2892,11
2022-03-06,20,862,9864,180
2019-11-06,24,3534,12085,328
2019-07-06,5,2283,1813,254
2020-05-24,10,541,7957,160
2021-01-13,29,3887,3479,60
2019-01-10,15,3170,9292,407
2019-08-17,3,2205,7991,304
2021-05-10,20,3176,10869,187
2020-01-25,17,3414,9000,163
2019-09-09,20,4416,9469,230
2022-11-24,30,3192,14157,393
2022-11-27,10,283,9631,86
2023-02-06,7,3990,3738,18
2023-12-16,19,537,11411,238
2022-03-15,30,4234,9488,176
2019-08-11,20,1941,3175,399
2019-06-05,12,1786,7196,300
2020-03-04,6,4062,2475,355
2022-07-04,20,2639,8399,146
2020-07-10,17,2600,8617,374
2019-01-20,9,4935,5450,482
2020-01-16,19,4207,13079,395
2021-07-12,15,3288,9866,406
2020-10-29,10,245,14544,201
2022-02-25,4,1238,9411,380
2019-03-18,21,282,5574,284
2019-06-09,6,2275,12926,260
2019-10-17,8,4815,14427,263
2020-10-02,14,4842,819,421
2020-10-18,18,1224,4484,450
2022-08-12,4,1903,990,469
2022-03-25,25,4372,1305,371
2019-11-21,3,2773,7359,320
2019-11-16,23,1109,4160,330
2021-06-07,13,4578,4496,45
2021-07-07,12,2218,8841,342
2020-12-22,4,2639,7075,105
2022-09-28,1,4582,11658,83
2020-12-28,12,4504,6586,280
2020-12-01,6,2168,2703,427
2020-03-14,10,1698,5700,104
2019-02-23,19,1547,11872,334
2019-09-07,21,3979,10170,166
2021-07-09,3,2367,4827,376
2021-08-08,23,1657,3282,18
2022-12-16,2,4038,8504,445
2020-09-08,3,2487,9698,347
2021-10-29,14,792,6086,74
2022-09-26,22,1082,1627,26
2020-06-08,8,3234,10387,59
2021-06-23,1,2312,288,301
2020-09-08,28,848,11829,366
2021-06-07,1,3315,5294,415
2020-10-28,15,1847,10938,160
2023-02-02,7,269,4812,342
2020-06-10,30,3061,815,206
2023-11-29,24,3736,13889,315
2020-01-09,3,4868,2697,134
2019-03-30,11,290,10168,127
2022-02-14,27,699,13456,439
2019-10-24,8,672,8097,129
2022-07-19,6,2434,7776,177
2019-07-01,20,2917,3719,263
2021-03-31,23,458,5738,111
2021-10-17,28,3865,594,346
2023-02-02,12,2215,9815,343
2022-12-24,9,769,9835,416
2023-12-30,5,4071,6464,70
2022-11-30,26,2122,3978,56
2020-10-02,23,1892,11822,362
2019-08-03,10,2917,6583,273
2023-01-19,21,1754,1672,271
2022-04-07,23,2141,12700,172
2019-06-23,3,2791,3411,353
2019-08-24,29,1495,6070,102
2020-02-03,15,2641,11856,280
2022-10-08,12,3439,7448,337
2021-03-17,14,2479,10419,457
2022-12-26,12,435,8403,377
2019-04-14,10,1333,4496,107
2022-05-12,29,2108,3380,395
2019-03-19,2,2624,6571,200
2021-04-03,24,4194,9916,212
2019-08-12,10,3094,8580,385
2021-07-14,27,4917,3507,430
2022-05-07,18,444,7055,129
2021-05-12,4,1938,6276,308
2023-08-06,16,1272,13270,247
2020-05-04,30,3498,6975,367
2021-08-23,2,2793,8643,107
2020-02-05,26,827,14554,388
2022-05-16,30,2470,786,99
2021-05-02,23,279,11968,275
2019-07-03,10,684,10201,238
2022-01-21,11,1227,8930,114
2021-12-25,2,1376,7331,388
2019-11-04,18,3153,1807,219
2023-02-25,29,1382,1559,446
2023-06-26,16,1476,2084,311
2019-05-29,4,4042,12709,136
2022-05-27,2,4548,5307,214
2019-02-06,10,3053,355,467
2020-05-30,6,2970,4807,52
2021-08-19,16,3342,6089,244
2021-09-05,19,2450,1274,130
2021-05-06,25,3731,13749,402
2020-02-08,12,1153,3565,305
2020-06-19,4,3597,590,92
2022-07-29,1,4273,225,419
2021-02-09,15,3098,13081,78
2019-06-23,23,4765,6064,116
2021-08-19,2,2508,7025,178
2021-03-20,14,612,837,189
2021-09-29,12,4605,10641,131
2023-12-15,2,2082,13604,280
2023-06-02,23,1367,1165,199
2023-01-11,2,3777,4079,97
2021-10-21,27,4292,530,353
2023-12-13,8,1663,4029,277
2022-09-30,15,977,1766,149
2020-12-15,20,2720,6840,463
2022-05-07,7,1930,14631,252
2023-08-12,17,3789,13794,26
2019-12-23,18,3709,643,340
2020-08-30,1,426,5000,115
2020-05-20,29,4570,11397,111
2019-10-07,25,4709,8209,118
2020-09-01,5,3242,1966,442
2019-09-25,7,3328,745,421
2019-06-24,21,1055,5639,272
2019-12-18,10,650,3136,297
2019-01-02,18,4912,14151,226
2019-02-16,18,3994,3116,242
2022-11-12,5,2884,9856,320
2020-03-16,29,3257,12227,31
2020-09-02,8,1493,9192,443
2021-08-24,2,4272,14412,111
2020-12-01,29,277,1183,232
2021-03-11,27,1040,7740,91
2020-07-26,27,4398,9259,47
2023-09-08,23,1253,4553,194
2020-11-14,27,4474,3013,487
2019-02-28,27,3588,6571,440
2023-10-30,8,3562,6913,65
2020-02-09,24,4957,14785,477
2020-09-01,4,2342,4486,34
2019-04-26,20,2954,1064,411
2021-07-12,28,580,8667,31
2023-11-24,11,4522,583,11
2022-11-28,1,3528,6657,23
2020-01-28,4,4646,12213,61
2023-10-02,16,307,6222,63
2022-02-11,7,3444,11073,495
2020-10-29,10,2937,5856,101
2022-09-23,11,3621,14160,188
2023-09-17,8,3822,3069,18
2020-10-14,6,1272,6262,452
2023-06-05,4,4357,13979,301
2022-05-03,11,1883,7301,244
2020-08-16,23,975,12389,365
2023-11-24,12,1241,3332,299
2022-09-13,23,4651,14182,266
2020-12-31,13,4191,4275,184
2019-03-30,20,866,5079,212
2023-07-08,18,585,14137,468
2020-08-10,14,3381,2854,247
2022-11-10,20,2572,3209,411
2022-04-11,12,3402,1568,329
2023-05-27,20,488,12540,349
2021-12-07,22,1301,10269,234
2020-01-23,1,1642,11841,261
2021-12-03,7,4457,7706,113
2022-05-15,22,2622,9616,29
2022-07-24,10,1807,8827,368
2023-11-18,27,3378,2543,86
2021-03-10,14,1338,9776,431
2023-04-30,16,4536,1114,275
2021-05-12,9,4098,2069,76
2019-02-25,10,3357,12110,152
2023-06-07,19,4706,9755,495
2020-01-30,17,3749,14974,97
2023-05-29,24,2731,12103,281
2023-06-28,13,4702,14398,184
2022-03-06,8,438,14389,277
2020-11-04,16,3080,5506,73
2023-02-19,8,2409,6530,463
2019-06-02,8,1575,5363,95
2022-12-19,6,1980,11784,258
2019-03-01,1,4767,12221,234
2020-01-16,13,749,7219,461
2021-03-12,25,3252,3875,347
2020-11-05,8,3281,5141,457
2021-07-02,6,244,5555,96
2023-03-08,11,1513,6722,393
2020-04-18,21,1876,1401,112
2023-09-21,1,307,3114,268
2022-09-17,16,4780,10172,74
2019-10-03,17,2655,8669,47
2021-09-10,8,1003,14812,83
2019-08-16,22,2174,5920,461
2020-10-09,27,4233,5946,206
2021-03-24,21,4780,7500,353
2021-10-02,14,273,4493,308
2021-09-08,6,2235,8268,304
2020-10-05,15,1563,14021,112
2021-09-12,11,3992,4383,330
2020-09-13,29,1421,5596,134
2021-01-16,27,600,8498,53
2023-04-05,29,2352,12426,392
2022-09-09,18,878,1345,196
2021-11-23,16,2883,4891,328
2023-12-09,19,4359,3148,72
2023-10-26,19,4151,1967,203
2022-03-15,26,4524,12518,139
2023-01-17,27,1876,1696,403
2021-03-04,5,1527,9845,118
2023-02-27,23,1328,5021,441
2022-04-04,13,3268,12622,487
2020-08-24,9,3393,1188,352
2023-01-17,28,677,5452,142
2020-11-29,8,2963,4370,438
2022-07-10,2,1402,2828,229
2020-07-06,23,1545,9908,114
2020-08-06,23,3028,1092,14
2020-08-06,30,1058,3441,318
2023-06-14,17,2044,5217,241
2020-11-04,27,1412,11767,188
2020-03-31,18,1411,1437,466
2021-10-14,5,3219,10464,323
2020-02-05,24,4983,11683,214
2023-12-06,29,107,12752,10
2023-10-24,20,2657,14963,393
2020-02-19,7,1034,12239,226
2022-09-20,23,390,7703,303
2023-03-21,11,2763,4663,105
2019-11-20,2,3889,13985,440
2021-01-21,11,1494,5017,438
2019-02-25,22,2568,4160,469
2020-01-21,25,2950,13535,87
2021-04-15,18,205,14400,140
2020-02-12,25,3227,2016,252
2023-09-15,21,4172,5134,341
2022-12-30,4,1278,3050,65
2019-09-12,13,974,4222,322
2021-11-05,28,3366,1762,255
2021-04-11,22,3137,9048,413
2023-05-14,7,3118,2105,30
2019-09-12,16,3607,10387,465
2020-12-13,9,3408,13921,118
2020-05-18,10,2834,11230,385
2021-03-20,28,2435,3357,33
2020-01-31,22,1795,8871,360
2021-12-10,29,3225,5558,271
2023-08-16,19,3274,7539,362
2020-04-27,13,720,2959,71
2019-06-13,6,4413,581,124
2019-03-03,30,1799,228,166
2020-12-25,16,4127,976,169
2019-07-26,16,1323,2186,103
2023-04-01,9,471,13695,128
2022-04-29,17,1146,9562,496
2020-12-04,16,4830,9699,283
2019-10-13,15,2373,9995,247
2023-10-07,8,279,14523,31
2020-07-14,22,2291,5692,111
2020-08-11,9,454,14351,398
2022-04-26,22,2848,224,11
2023-08-08,12,515,2726,192
2023-10-05,27,3345,331,315
2023-04-03,5,1215,9066,448
2021-03-03,2,2824,9167,294
2020-09-17,23,4215,10211,350
2020-04-27,30,3504,7610,184
2021-12-17,30,466,1705,120
2022-09-11,16,1265,11539,115
2019-08-07,19,3637,11779,189
2021-05-08,23,3832,9945,340
2022-10-20,24,4628,13033,299
2020-03-19,7,4854,11664,296
2020-12-19,19,398,14724,259
2023-05-05,8,3597,1138,283
2022-08-10,9,1714,10641,273
2020-12-16,9,4048,5069,494
2020-05-01,29,949,11133,229
2023-07-11,4,765,11313,136
2019-02-27,30,1820,5740,249
2022-06-13,19,600,9975,174
2022-09-13,21,831,7904,428
2021-11-09,16,1720,1464,55
2021-11-20,25,3854,3706,264
2023-07-07,25,1895,1000,332
2022-06-28,19,2074,5236,219
2023-04-24,11,1689,11448,448
2023-10-08,24,1019,7082,76
2023-08-29,18,3354,8839,315
2022-05-08,23,1010,5237,266
2023-02-18,30,710,1818,397
2023-08-10,6,1832,9180,185
2023-05-11,26,1143,348,102
2023-03-29,15,2636,3455,322
2019-05-17,3,3856,13185,243
2020-01-05,19,2245,571,243
2021-12-01,22,4806,8207,205
2023-01-06,25,3171,2915,438
2019-04-05,1,2349,3402,58
2021-10-25,1,871,3381,55
