Date,Campaign_ID,Spend,Impressions,Clicks,Leads
2022-07-16,3,184.64,9135,1708,31
2023-04-18,30,1948.55,14255,467,69
2023-02-25,20,236.16,15004,1196,3
2021-02-11,4,233.47,22803,440,74
2022-06-02,24,1533.73,48311,826,41
2023-08-23,1,649.0,48197,435,79
2023-12-17,14,701.62,3118,1375,21
2019-10-13,7,462.71,16525,1249,88
2020-09-01,11,1400.48,7454,70,13
2023-10-08,15,1079.75,6474,1464,41
2023-03-21,28,1654.96,10886,1440,68
2022-10-18,8,1388.23,42600,1056,92
2019-03-31,20,1116.18,40031,768,99
2020-02-27,19,541.78,46344,1833,81
2022-06-02,12,335.05,48737,1765,7
2021-06-02,17,1750.23,16900,266,22
2022-11-04,13,1569.55,21006,243,72
2023-07-31,27,283.7,32613,1107,0
2022-08-24,22,655.13,42856,1584,76
2023-04-28,2,819.68,29929,722,38
2021-05-23,8,178.48,26212,808,48
2023-11-12,7,162.8,39769,362,3
2023-08-18,9,978.99,32321,1399,94
2020-08-29,6,240.86,49770,1345,84
2023-01-02,9,570.51,1605,1412,85
2022-08-17,10,873.98,34678,1943,54
2019-12-22,7,1539.83,49100,834,50
2021-07-11,4,331.67,38322,1904,39
2019-01-24,26,1102.5,7361,926,67
2023-04-13,6,1601.95,36857,327,6
2023-08-23,10,350.01,16354,967,7
2020-07-05,30,742.32,25049,1840,31
2022-09-17,11,1094.1,13841,1467,92
2023-01-03,18,1630.83,6634,188,74
2022-06-03,25,1428.95,5236,866,70
2020-06-12,27,1601.95,41403,637,14
2019-10-10,14,1090.08,34202,1664,71
2022-02-07,19,823.42,41889,1628,89
2022-09-22,3,287.27,17998,1839,60
2020-05-24,22,1735.55,24378,122,27
2022-06-01,13,1417.11,8684,1997,69
2021-03-22,21,1367.55,21965,1629,12
2020-07-10,18,1223.79,3759,1990,6
2019-12-19,1,1077.93,33867,609,97
2021-11-27,1,423.39,25932,1350,98
2021-02-12,16,760.19,43430,1788,66
2022-09-17,2,1188.13,3095,197,90
2019-09-28,6,1759.71,15252,292,60
2023-02-05,14,785.51,26156,992,0
2021-06-09,29,434.63,25196,867,95
2023-09-02,7,1737.07,1556,543,70
2021-02-12,27,1530.35,25719,1041,95
2020-09-26,18,510.17,17575,1184,93
2019-10-21,8,1019.12,32031,1296,9
2022-01-27,8,1616.5,33704,1406,83
2021-12-21,28,606.43,33958,862,27
2021-05-22,13,825.07,45969,1251,42
2023-11-01,13,1723.78,5971,905,17
2023-12-30,20,230.57,35030,1673,87
2021-09-30,22,221.86,16912,1193,77
2023-03-08,5,1554.08,21909,185,17
2022-08-01,21,1480.87,29662,1301,65
2023-02-21,14,1949.49,34974,1679,76
2019-03-13,30,1119.46,15059,1026,80
2019-05-06,15,755.73,34512,943,81
2023-05-14,5,1862.69,8006,1470,4
2022-11-09,22,622.48,47352,1382,76
2021-12-12,16,1776.52,47780,941,26
2019-10-05,6,1262.94,5477,378,69
2023-03-13,7,1680.27,15797,383,99
2023-09-05,18,1180.7,31856,562,48
2021-05-30,14,1648.68,27363,1011,53
2021-10-06,4,614.52,11039,669,83
2020-11-26,11,1415.61,14118,70,32
2022-07-06,27,1172.07,14585,140,69
2021-12-11,19,1728.89,34279,410,52
2020-12-20,27,741.77,19598,1396,46
2020-11-10,23,1246.33,15512,1140,37
2023-09-27,2,264.9,24352,1273,57
2019-09-17,25,468.52,16300,1810,84
2021-06-10,19,1110.23,12240,1759,33
2019-02-02,23,594.98,5931,293,1
2021-03-20,17,1076.79,6191,551,68
2020-06-11,28,1203.85,44695,1318,82
2022-09-21,30,1085.72,37656,1523,65
2021-07-17,2,1142.46,14354,1574,63
2021-11-01,6,1047.63,35484,1611,44
2019-04-30,27,1438.96,31635,287,82
2022-01-29,7,935.25,31900,1145,84
2022-02-10,15,983.33,21956,1831,59
2019-09-30,21,1779.45,24605,891,51
2022-12-22,8,470.85,17550,1054,9
2021-03-31,22,786.75,31527,1660,47
2020-10-12,24,1298.71,18014,1367,74
2021-04-11,30,516.58,43342,1297,74
2022-12-18,6,1355.71,43436,113,32
2020-01-29,30,1209.91,38542,1526,37
2023-01-09,26,1363.58,18553,805,48
2023-12-01,15,614.53,18096,1094,99
2019-12-12,26,1959.7,16886,1073,27
2023-08-27,2,769.96,15330,1465,42
2021-03-20,30,1106.96,11581,749,13
2021-08-12,26,1609.89,30589,1831,69
2021-10-16,1,1564.39,29422,174,54
2019-10-30,11,1799.38,49790,1800,15
2021-07-16,28,433.22,16076,524,53
2020-08-23,7,1311.57,22050,931,45
2022-06-23,7,1195.52,26288,322,9
2022-02-08,8,1200.64,29278,287,77
2022-10-08,19,758.9,26819,1332,13
2021-05-31,3,1975.27,39948,871,3
2023-09-06,8,1272.59,36704,772,2
2021-02-26,10,1890.32,16065,881,30
2023-02-02,8,1683.13,28384,1959,3
2023-04-08,17,755.54,49149,546,40
2022-02-11,18,228.94,44156,158,46
2023-05-31,11,858.25,17184,557,67
2021-11-13,14,1246.14,48863,916,67
2019-04-03,19,1508.66,22862,157,52
2021-05-19,3,1044.65,6775,1295,64
2019-01-09,26,929.03,36228,60,40
2019-10-06,9,117.88,47847,1460,17
2021-05-19,19,1630.78,16747,766,40
2023-03-18,20,1676.64,10161,1898,54
2021-04-01,22,1966.93,22424,1511,12
2020-06-03,14,157.01,7599,1907,54
2023-04-13,29,1608.14,47944,659,68
2019-09-16,30,882.7,43795,213,93
2020-01-06,1,1602.71,17186,261,46
2022-10-30,21,250.18,23792,192,27
2021-10-20,8,1714.68,4147,959,33
2022-06-23,10,1689.23,21026,948,54
2022-03-18,17,714.85,18694,791,56
2023-04-28,8,1511.68,4652,1730,3
2023-10-26,22,1220.51,39718,1124,45
2023-06-26,5,967.92,29233,1512,18
2019-11-17,15,1763.89,47222,1465,20
2019-02-01,2,120.56,38037,682,44
2021-11-11,5,960.89,29564,277,53
2022-09-12,28,1290.22,28119,1367,47
2021-03-14,4,507.96,11703,560,19
2023-01-30,11,626.05,38024,398,3
2023-04-13,6,676.76,49482,1157,90
2023-08-10,30,1925.15,20805,944,0
2020-12-06,23,1256.2,30286,1588,82
2023-07-16,23,1649.07,26007,1020,8
2023-05-27,6,1742.08,31703,1457,42
2019-07-26,21,959.47,31786,1094,10
2022-09-13,29,327.93,15880,1125,69
2022-06-24,19,1158.06,47955,1421,98
2022-01-18,21,1560.67,43437,444,59
2019-09-27,8,1752.24,31193,701,31
2022-01-03,13,1859.94,22211,765,75
2021-01-31,11,781.51,25444,1070,79
2020-10-03,10,1746.47,6001,1766,0
2021-04-21,17,1562.89,47299,127,31
2021-11-09,4,1855.0,21632,848,74
2022-12-17,22,875.36,8441,1696,98
2021-01-06,12,1951.71,45728,722,58
2021-03-13,22,294.08,4649,85,88
2023-03-29,7,1059.44,32373,1110,17
2023-05-19,24,840.29,37650,231,91
2019-01-04,2,1359.27,15176,1479,68
2021-07-03,1,1716.69,22526,940,72
2021-10-05,11,1817.22,23810,1653,3
2019-09-16,12,360.74,4404,409,19
2022-09-02,2,856.48,28185,54,31
2022-05-06,10,483.41,3880,322,87
2019-12-05,1,1597.4,7647,872,29
2022-07-06,1,405.79,25582,615,11
2021-08-23,28,1618.5,34527,1378,54
2021-01-18,29,1998.07,13723,1680,3
2023-02-03,21,1434.43,9516,258,80
2022-03-08,3,207.15,21997,917,83
2019-05-26,18,191.23,40602,982,99
2022-06-30,19,719.66,24186,1079,54
2022-06-26,20,231.58,44125,766,54
2022-03-05,15,548.28,41561,1129,14
2022-05-01,2,1107.11,24625,1337,31
2019-05-31,13,1655.19,36619,1061,82
2020-02-29,19,951.19,8701,52,87
2021-09-14,23,450.07,36966,471,42
2019-06-01,25,1971.73,15491,1889,54
2019-02-23,6,417.35,17508,1461,98
2022-10-23,5,664.64,9657,1216,71
2022-09-26,21,1745.38,18621,952,74
2020-05-17,4,1446.79,38883,282,33
2020-09-03,10,147.88,12404,1034,44
2019-03-26,4,325.86,44310,1660,59
2020-09-29,23,617.05,9421,677,7
2019-03-19,11,1625.75,43474,346,91
2020-06-25,6,1005.04,22424,828,39
2023-11-11,3,413.73,25551,55,4
2020-01-08,8,586.51,36541,1748,70
2022-05-11,1,460.29,12750,1547,51
2020-11-12,18,603.97,25233,1765,42
2023-06-09,19,1288.65,10390,559,90
2023-12-25,17,485.44,8210,1012,8
2023-06-26,23,1168.29,41978,1083,75
2022-10-24,15,1770.2,32877,1289,52
2019-07-19,7,273.08,33657,54,30
2020-12-02,7,1589.0,14306,1793,62
2022-05-21,1,857.48,19628,1191,18
2019-05-07,8,442.31,19743,152,80
2022-09-13,19,1803.73,16777,785,74
2023-08-10,18,1242.95,38311,1112,56
2020-06-17,19,656.92,10283,456,74
2022-09-30,2,1859.47,18955,778,27
2021-08-28,2,477.25,36038,1861,63
2020-07-21,6,1109.99,2270,983,66
2023-04-17,14,1576.83,15732,1804,47
2020-10-31,12,1105.21,38612,1319,23
2019-01-21,27,1141.32,5226,786,41
2023-01-07,1,1116.78,4485,1625,27
2023-08-29,21,929.7,2993,1297,78
2023-03-22,26,1154.5,43976,605,16
2022-02-14,21,122.28,33467,101,51
2023-09-18,12,780.28,40317,1932,58
2019-09-24,24,1076.4,29574,316,46
2020-08-06,24,626.61,47627,1745,18
2020-05-20,12,805.51,46756,1207,23
2020-01-26,2,1974.99,39943,719,29
2019-02-17,19,698.09,14537,425,96
2022-08-06,15,464.62,35194,626,6
2022-05-06,14,862.19,9873,1540,24
2019-02-11,11,1958.55,45245,1831,27
2019-08-01,8,546.14,25654,822,40
2021-10-08,25,1216.47,12222,1383,72
2019-07-10,6,1215.7,33953,352,34
2019-08-07,10,830.74,49515,1964,1
2020-10-17,11,1748.95,45659,115,40
2023-09-16,20,1898.81,25319,1751,7
2021-06-07,9,1877.27,37762,174,2
2023-12-20,23,486.29,25371,84,46
2022-05-05,26,1564.27,48818,629,78
2023-03-12,14,979.52,7277,1644,77
2020-03-16,18,1710.38,18619,1566,50
2022-09-30,26,557.86,33041,1562,95
2023-04-05,14,768.21,9131,386,68
2021-11-09,10,1184.61,33943,1326,8
2019-04-24,11,850.07,16295,352,72
2019-11-16,1,1530.6,33148,1960,74
2021-02-16,2,549.57,38220,737,88
2022-10-25,16,560.27,22872,210,4
2022-03-14,11,640.04,18255,1096,22
2019-11-21,22,960.25,16641,797,84
2019-09-24,26,1279.09,4124,527,50
2020-02-19,8,1165.89,24468,66,15
2020-12-21,14,520.3,5808,172,74
2020-01-28,1,894.6,24869,448,97
2023-07-13,23,793.83,30580,1780,81
2020-09-14,11,540.81,11899,280,42
2020-10-27,9,656.31,48339,1093,59
2023-10-31,11,1851.74,34738,1293,48
2021-10-31,23,561.37,21493,1400,5
2022-07-01,11,1864.7,48532,99,16
2019-01-21,3,1626.99,6926,1430,41
2020-10-23,30,893.13,41777,1142,89
2021-08-06,30,215.75,39144,401,19
2020-01-03,4,751.28,22153,415,72
2020-09-29,20,1155.95,33977,1183,86
2021-09-18,5,628.35,47175,1366,92
2019-02-28,3,294.57,29702,1092,3
2019-02-24,3,243.75,34363,399,76
2021-11-07,24,876.71,44664,1642,87
2023-05-13,2,1673.81,39488,514,45
2020-07-28,18,1416.56,29410,764,74
2021-01-25,10,405.99,14819,1334,25
2022-08-30,9,165.36,23318,54,72
2023-11-27,12,1436.9,4278,515,67
2020-08-13,9,1836.58,3572,65,84
2022-06-03,4,941.35,20702,894,76
2023-10-30,15,1296.09,48570,1403,2
2020-01-19,16,1729.77,5012,243,40
2021-10-18,8,750.27,16113,538,21
2019-10-09,2,607.49,45680,357,20
2019-11-27,8,1124.01,15279,441,27
2023-09-11,13,1174.76,22586,1830,89
2019-10-18,27,1200.77,18958,1046,86
2021-05-05,18,548.86,22874,1443,58
2023-04-09,14,525.45,14651,539,35
2019-02-24,28,531.51,45014,1759,85
2021-09-10,25,374.75,6291,1344,82
2020-10-31,14,658.77,14772,1071,36
2021-01-01,10,732.2,13476,1106,68
2021-12-18,29,342.72,10982,404,66
2022-06-04,28,1777.13,44931,669,75
2022-02-10,8,368.95,33301,109,60
2020-11-27,6,790.83,48639,1327,80
2022-04-11,14,1457.97,42252,1302,11
2020-02-20,18,1026.7,7798,999,23
2019-07-18,14,476.98,7717,531,78
2019-07-24,28,466.69,12943,393,16
2022-02-14,18,1702.36,4140,146,72
2022-04-01,26,834.63,22114,536,0
2023-08-30,7,1479.28,17624,1034,99
2019-06-22,18,764.86,26733,1148,90
2022-10-08,15,1236.91,25104,1005,21
2023-09-15,9,1727.32,8842,1391,79
2020-11-11,6,252.63,12287,326,6
2021-07-27,7,1547.16,28270,70,65
2022-08-17,6,928.94,42665,1782,78
2019-05-29,16,1664.87,20105,1146,35
2020-09-19,10,1916.55,33328,94,18
2019-10-21,21,1897.87,24501,225,30
2022-01-11,23,807.57,44246,870,77
2021-04-14,27,898.9,25937,250,36
2019-03-19,6,185.07,1714,768,15
2019-09-04,4,1412.59,28325,904,80
2021-08-25,16,1146.14,33071,567,98
2020-08-09,12,646.35,11389,987,23
2020-07-22,25,175.15,45174,273,90
2019-04-24,20,816.71,2970,1594,23
2019-08-20,6,1299.54,49853,605,48
2019-01-09,17,1818.7,19641,606,57
2019-09-25,17,1609.14,46026,1494,9
2022-01-04,25,1619.24,3576,119,28
2023-01-30,12,332.36,27415,1501,10
2023-01-10,15,852.96,36346,952,15
2019-01-17,17,740.64,7330,1174,76
2021-06-14,14,473.3,41657,1452,37
2021-01-14,8,1109.24,20036,1120,2
2023-03-05,14,1186.68,44514,1601,78
2023-12-18,8,422.2,40738,295,96
2021-06-02,10,1488.89,17314,237,19
2023-08-04,16,277.43,7127,348,21
2021-08-26,21,691.05,10666,1636,69
2022-02-14,19,1494.47,39809,1778,92
2022-08-28,2,121.77,16196,1367,6
2022-05-27,30,345.6,13377,1462,25
2019-04-14,20,298.81,39215,859,79
2019-04-06,10,789.7,1836,791,27
2020-12-09,18,1438.63,43554,1109,44
2019-07-12,2,562.48,8840,1868,69
2022-01-25,23,1443.08,12493,956,23
2022-12-10,18,1055.37,12585,1440,51
2021-07-12,16,469.43,10512,1612,16
2019-06-15,23,1395.56,25481,1281,7
2019-01-03,2,1999.6,25696,1523,92
2020-12-04,13,313.48,4156,607,17
2021-08-24,21,1069.76,28441,1243,37
2019-08-19,20,1980.56,41428,318,95
2019-11-14,11,758.18,22382,964,52
2023-09-12,29,401.93,21546,1468,61
2021-02-28,15,1512.2,48885,338,52
2021-01-30,18,1848.52,21712,280,46
2020-12-22,5,505.31,30129,1069,85
2023-02-15,26,690.76,41546,1712,96
2023-07-01,12,159.25,36406,1076,54
2019-07-08,19,714.54,30069,1328,66
2022-08-11,18,550.42,41864,1256,19
2020-01-18,19,1044.14,26036,763,90
2020-08-22,13,395.11,39452,360,79
2022-06-15,3,374.99,45263,1805,60
2022-12-14,24,145.4,7545,373,95
2022-04-26,3,987.02,19309,1375,32
2020-10-05,9,1946.36,20106,1428,46
2023-08-30,28,1080.45,20025,1387,13
2023-08-08,7,1498.57,28661,1294,66
2020-01-16,26,1728.82,46676,794,31
2021-12-04,1,1572.44,4385,1099,18
2022-07-05,13,1564.59,6354,1070,26
2020-11-29,12,1009.04,25077,515,54
2020-08-05,17,442.35,9227,1442,81
2022-11-22,14,740.43,24459,808,61
2021-06-13,14,1658.31,30613,892,43
2020-12-21,10,1748.84,26354,1564,31
2023-02-19,26,1731.12,42128,1581,49
2020-02-26,5,1125.4,4248,803,14
2020-12-20,11,1529.88,43492,173,58
2019-11-30,20,1751.14,40186,296,97
2021-12-18,22,1083.1,40047,666,75
2021-03-10,18,274.92,39169,221,43
2021-03-12,21,1057.88,40742,142,94
2023-07-19,8,1733.47,40325,1015,13
2021-10-10,14,1497.29,39682,1783,32
2019-09-26,23,1675.85,19002,361,41
2022-10-19,11,1753.98,12759,1763,91
2023-10-29,23,161.86,5148,1335,76
2021-05-16,3,514.31,7702,959,27
2023-12-16,3,817.85,21517,1441,64
2020-11-30,3,1905.72,34209,1814,89
2021-07-17,5,1611.94,15130,1783,87
2023-01-31,28,1842.02,40710,1281,80
2023-06-17,23,537.2,41542,1448,6
2020-10-26,5,795.18,30944,632,95
2023-11-06,1,1079.49,25366,1955,87
2022-10-27,4,115.45,26107,1884,3
2023-05-08,9,1892.14,1971,1193,24
2023-06-25,27,882.86,38615,1235,58
2019-06-14,11,1829.71,28041,1066,4
2021-10-22,29,818.03,30207,1914,15
2019-12-17,3,1142.46,28865,189,86
2022-04-07,14,243.17,14261,1500,35
2022-07-18,18,1500.45,2688,955,9
2023-06-26,8,1295.58,31783,1300,7
2019-03-08,29,704.83,38721,1330,10
2021-09-04,11,330.33,2253,573,71
2021-10-12,5,416.54,24980,77,26
2022-07-30,13,160.77,12475,1879,49
2022-12-10,18,1306.51,36431,1012,45
2023-06-03,15,584.38,35224,1182,6
2021-03-02,12,383.26,14070,1474,54
2019-07-14,12,588.56,48387,308,23
2022-04-22,6,1578.88,2361,518,71
2022-09-03,18,1881.73,9354,316,5
2021-10-25,27,434.57,4785,1437,32
2022-01-06,2,584.9,8557,1572,0
2019-12-17,26,933.87,43884,761,80
2022-11-26,22,931.06,17578,1393,15
2021-03-13,19,894.14,38207,378,9
2020-03-19,21,1528.92,23218,478,44
2023-02-08,6,259.03,32669,1723,12
2022-09-19,19,1383.78,27634,1171,81
2021-09-27,5,648.1,42837,1232,97
2020-12-11,14,1242.1,1980,247,5
2022-05-25,27,588.1,11797,119,61
2023-08-09,24,184.07,9847,737,94
2019-11-03,11,827.7,36216,1056,24
2019-04-08,22,1826.89,17057,1020,22
2023-10-27,9,706.39,30697,1316,2
2021-03-19,18,207.62,39411,1461,71
2021-08-02,30,1987.72,42392,591,81
2022-10-03,16,935.63,29467,1395,82
2021-11-16,7,1647.28,24430,1483,24
2023-03-07,29,1008.64,27714,670,29
2022-03-13,12,753.83,43439,1885,42
2021-07-25,13,1886.05,49519,1189,16
2019-05-02,4,1626.67,35519,867,49
2022-01-16,9,368.77,42964,1835,89
2020-10-01,24,1598.71,16681,1109,33
2022-04-24,12,696.35,31794,1610,24
2020-06-05,17,909.65,34164,1029,66
2021-11-15,7,1655.23,27463,1220,87
2020-02-04,14,679.36,10545,1866,37
2022-01-04,4,328.42,40796,1007,95
2019-09-22,2,1721.99,34326,1523,54
2022-07-31,14,1798.38,44807,1965,0
2023-09-12,4,255.16,24058,696,85
2023-04-26,4,1132.93,42646,1303,2
2020-08-25,23,305.22,30422,1478,85
2020-02-19,14,1496.25,32923,545,49
2019-10-15,13,1541.84,25443,1191,75
2020-07-11,8,1665.22,7737,1426,70
2021-11-08,21,1087.79,46617,1619,87
2023-04-28,4,1369.07,18422,461,93
2019-10-02,27,252.42,44573,462,9
2022-07-09,30,1655.03,27352,990,14
2021-06-24,10,303.17,45865,642,25
2022-12-26,22,520.21,43436,1972,64
2021-06-21,26,1392.18,25629,256,19
2023-12-30,19,1776.37,19305,1271,13
2021-08-31,13,427.1,44422,242,14
2023-05-30,3,224.24,5852,977,7
2019-06-24,18,222.24,11174,993,61
2021-02-18,26,238.02,20507,1754,46
2023-09-11,24,821.68,5551,919,90
2021-08-02,13,1244.83,37722,727,11
2020-12-21,8,692.72,33683,973,83
2019-11-27,27,708.02,12489,70,75
2020-11-05,5,337.1,47912,780,19
2023-05-08,25,1195.76,48297,1455,81
2019-08-26,29,365.92,2638,1143,99
2021-05-20,18,1503.68,23209,1595,61
2020-06-28,7,131.72,10906,1317,32
2021-09-28,21,667.93,31359,1134,13
2022-10-22,9,318.54,39986,1843,96
2020-12-21,12,167.84,41495,1274,33
2021-09-24,16,868.51,4228,1144,75
2019-07-12,16,394.24,45876,732,57
2021-11-15,1,227.68,36803,1984,26
2023-09-05,6,1304.68,37920,1852,48
2021-11-08,25,1758.78,6926,1416,36
2022-07-21,16,1522.84,47052,672,55
2020-12-19,26,119.71,23540,149,60
2022-11-01,21,1109.82,3588,1212,67
2023-11-14,9,656.15,48426,540,81
2019-05-21,7,1186.05,6815,1167,7
2023-08-23,14,1890.35,7336,1164,95
2020-07-03,1,1981.35,37458,241,89
2021-03-05,20,1010.31,33474,816,24
2022-01-05,2,1636.35,24378,294,46
2021-11-15,6,1328.72,5983,1242,49
2023-08-21,5,752.75,8443,244,13
2019-05-16,27,594.37,22247,1234,63
2023-08-26,8,332.35,37283,1769,30
2021-03-04,24,1470.93,9800,1981,42
2022-05-27,7,202.43,27986,1254,8
2020-01-08,9,709.94,21414,1204,36
2022-06-03,13,647.79,44826,1304,81
2022-07-25,16,1639.42,49986,1518,23
2022-09-04,28,1011.58,23599,1987,16
2019-07-07,19,859.38,28756,291,12
2021-07-14,4,1819.66,31497,579,3
2022-01-27,14,1447.93,41820,351,17
2022-11-03,5,1391.32,13210,695,72
2021-12-22,26,727.15,24510,1151,21
2022-07-04,26,873.21,31932,1421,13
2019-11-07,28,977.85,17175,1275,57
2020-12-05,30,1759.12,27456,1987,10
2022-08-02,15,710.03,39447,1209,83
2021-06-13,17,660.16,19427,598,40
2021-10-16,1,439.87,22222,863,57
2022-09-21,20,1368.86,20255,406,42
2022-06-12,13,802.51,23167,1020,90
2019-01-29,6,1341.99,5495,1443,15
2022-03-17,25,1584.73,19761,521,50
2022-10-30,14,1768.53,32575,1137,37
2023-04-12,12,796.02,49047,1820,91
2022-05-22,7,158.39,3947,216,49
2022-05-12,22,847.4,28980,811,41
2019-09-13,27,814.07,9318,949,32
2021-10-05,24,518.06,31871,1005,6
2019-03-28,29,1882.75,3938,1838,3
2019-11-24,11,653.61,16165,927,85
2022-07-10,16,1568.65,49589,1563,85
2020-10-16,4,994.26,7942,818,4
2019-04-14,9,1467.07,22849,947,92
2023-12-06,4,937.76,29551,179,6
2023-07-09,29,527.27,9223,246,8
2021-11-29,19,366.46,30366,163,93
2021-09-11,27,1132.03,8768,777,81
2021-07-07,14,1695.57,3387,238,51
2023-01-14,14,708.8,26370,840,34
2021-02-23,13,410.71,36659,505,0
2022-02-12,25,851.48,44601,1228,48
2021-07-14,10,1309.02,12607,707,18
2020-10-13,9,1701.66,22430,663,43
2020-04-23,29,1553.77,46650,1624,99
2023-11-25,21,1007.02,33284,1520,19
2022-02-24,6,1120.21,15895,977,3
2022-03-12,7,1725.11,7097,519,21
2021-06-27,29,1643.46,5114,101,49
2020-12-17,21,1758.74,3834,1168,87
2021-12-18,18,811.84,13575,135,15
2022-12-14,22,1282.64,2465,421,62
2020-01-21,3,1056.63,44777,1973,15
2023-10-02,13,958.94,41520,1384,37
2022-12-31,12,1162.37,5653,1218,30
2019-08-16,29,1097.55,28759,627,57
2020-10-19,20,585.36,46029,1046,44
2022-10-02,6,1481.43,36520,653,66
2021-08-09,25,815.16,18002,1714,11
2020-03-28,13,876.88,45593,199,5
2023-09-07,13,1485.4,12157,419,52
2023-08-18,5,1069.33,43379,652,76
2019-03-09,10,126.61,8338,1932,89
2022-03-22,22,132.83,8448,1118,46
2020-06-11,14,1448.44,15581,579,60
2023-01-26,3,1259.81,39140,85,22
2021-02-10,23,143.73,16709,1139,50
2022-10-10,15,1095.48,11823,1492,76
2020-12-16,24,1252.21,31169,1149,89
2021-10-17,4,1330.11,43807,1022,82
2022-02-04,24,1401.43,11671,1249,10
2019-02-06,4,312.74,46274,520,31
2019-04-10,17,1906.5,1818,818,0
2019-01-12,19,1270.16,12442,1678,18
2022-01-12,26,1333.08,32782,519,78
2019-08-18,22,755.74,40180,1023,58
2020-12-15,7,1381.53,45559,1862,31
2022-03-19,23,516.31,2578,1806,87
2022-03-05,11,548.8,7047,59,52
2021-10-16,26,555.04,39787,1976,93
2023-09-30,14,713.53,35199,660,80
2019-12-13,5,859.74,28497,1464,15
2021-10-18,20,1718.63,13112,1320,34
2020-09-13,21,619.17,28393,1754,6
2020-07-24,1,1641.17,35532,1743,46
2019-06-28,19,1889.27,27154,1472,74
2021-06-25,2,1915.5,12681,1522,54
2019-10-13,19,1866.46,22071,1234,70
2022-07-13,5,1333.64,44978,1910,59
2020-12-30,18,1899.64,48141,1611,64
2019-01-19,26,1947.6,20990,74,86
2023-03-06,15,287.19,36107,125,58
2023-12-04,2,784.55,47996,1161,10
2023-11-07,30,817.66,3706,448,2
2021-07-24,16,1324.05,40463,129,60
2019-06-17,17,559.11,7528,1162,69
2023-08-21,15,338.46,15732,214,10
2020-06-10,23,1066.38,10166,1644,65
2021-03-30,21,101.75,4069,1417,38
2019-10-22,16,443.36,47564,764,8
2023-09-26,17,1272.63,14942,529,3
2023-12-11,8,1148.41,30743,1208,41
2020-12-06,16,493.92,46077,196,59
2021-11-03,16,319.2,19996,1309,44
2020-02-22,1,286.32,28974,1311,18
2022-05-15,26,818.0,7651,822,4
2019-07-14,16,1278.48,1771,996,59
2020-08-10,13,1386.71,46105,1586,27
2021-08-06,7,1381.72,2783,1712,37
2023-09-14,3,346.78,2819,814,28
2021-09-02,2,471.76,49496,584,13
2021-01-31,29,1305.14,29309,963,16
2021-07-29,28,429.05,44869,153,79
2022-04-28,2,1849.11,24633,1075,71
2023-10-17,17,335.68,1784,1332,67
2020-06-29,28,164.92,26863,534,59
2022-03-24,3,1864.57,32470,1075,19
2019-06-06,16,1187.27,42120,1366,46
2020-08-07,19,896.12,20431,209,22
2023-12-24,10,619.4,24999,375,95
2022-02-10,7,803.02,3246,461,32
2021-03-12,24,632.67,17630,342,79
2019-09-03,25,677.0,1108,866,65
2022-03-25,18,1007.57,3666,755,86
2022-02-26,12,1749.77,42602,1162,41
2022-04-03,22,1587.63,20586,1487,71
2023-12-27,8,1944.98,13821,1828,41
2019-02-19,29,540.19,22151,978,88
2022-09-02,24,1440.68,37508,1432,45
2022-05-10,2,296.21,24511,797,71
2021-04-13,21,478.91,12442,110,99
2020-02-06,29,154.15,6895,1310,2
2020-08-14,24,754.91,3082,662,15
2019-04-30,20,519.57,41861,1823,33
2022-11-23,4,1255.57,46390,1666,73
2023-08-20,14,481.06,18809,1600,63
2019-01-18,29,1791.97,20647,704,88
2023-11-03,26,351.7,24314,778,76
2023-10-12,30,557.14,3330,370,38
2020-05-30,26,1223.16,8415,1167,81
2020-03-19,6,1900.11,16555,1137,9
2019-10-21,17,1662.93,1220,926,30
2020-12-09,21,1876.18,7396,634,68
2019-05-31,10,1961.9,7463,1865,42
2019-09-18,17,1180.07,6733,1806,15
2021-12-11,24,646.07,30124,756,97
2019-03-25,10,1429.6,26992,437,79
2021-09-14,4,877.8,16404,1413,63
2021-04-14,8,1669.4,38295,243,93
2023-09-04,29,1347.74,30175,1509,23
2022-03-12,28,288.95,8011,695,61
2019-05-05,4,1030.83,20155,349,11
2019-11-08,26,1585.62,43085,1366,84
2022-02-24,24,1283.2,49026,1904,90
2020-09-14,11,708.04,26400,398,85
2022-10-07,24,1724.41,17051,232,75
2021-06-20,10,810.58,39035,1871,88
2023-02-17,20,1265.05,20096,1525,78
2021-10-27,8,1557.85,6625,1104,14
2022-02-14,27,1748.29,2122,798,69
2023-05-15,30,831.33,47177,1258,48
2023-03-19,22,1889.48,8242,307,88
2023-08-26,27,1355.38,19201,1118,63
2022-10-23,22,1382.85,16947,1695,39
2021-02-19,25,620.62,47429,1311,66
2022-03-04,22,696.9,5645,487,2
2021-08-24,28,1503.95,13930,582,53
2022-03-22,7,505.07,1942,1933,2
2023-09-18,20,1285.74,9371,631,10
2021-01-10,13,787.71,42370,1750,75
2022-06-12,3,748.71,25356,894,47
2020-11-05,9,1121.14,3895,705,7
2020-06-03,5,123.88,11783,744,0
2020-07-23,24,1955.11,32031,622,78
2020-06-06,18,1881.92,44625,707,35
2020-04-17,17,1842.77,44567,539,35
2021-04-16,11,1173.17,25812,1176,9
2019-02-12,2,764.42,8330,1987,36
2020-02-12,17,1821.69,35010,1006,27
2022-03-16,14,129.7,34173,966,22
